Channel,Time,Value
StandPipeSystem.PRS,2017/06/16 13:34:23.000,-999.25
Pump_1.SPM,2017/06/16 13:34:23.000,0
DrilBHReam.ROPINS,2017/06/16 13:34:23.000,4.78611E-17
FlowMonitoring.PUMPFLW,2017/06/16 13:34:23.000,0
DrilBHReam.WOBC,2017/06/16 13:34:23.000,-999.25
DrilBHReam.WOBDRILLER,2017/06/16 13:34:23.000,0
DepthMonitoring.TVD,2017/06/16 13:34:23.000,-999.25
TELEPACER.GR,2017/06/16 13:34:23.000,-999.25
TELEPACER.GRR,2017/06/16 13:34:23.000,-999.25
TELEPACER.INCL_CONT,2017/06/16 13:34:23.000,-999.25
TELEPACER.AZIM_CONT,2017/06/16 13:34:23.000,-999.25
TELEPACER.CRPM,2017/06/16 13:34:23.000,-999.25
TELEPACER.STICKRATIO,2017/06/16 13:34:23.000,-999.25
TELEPACER.TEMP_DNI,2017/06/16 13:34:23.000,-999.25
Surface.RPM,2017/06/16 13:34:23.000,0
Surface.TRQ,2017/06/16 13:34:23.000,0
DrilBHReam.ROPONDSTEP,2017/06/16 13:34:23.000,-999.25
DrillBoreHole.TD,2017/06/16 13:34:24.000,1296.688897
DrillBoreHole.TDREF,2017/06/16 13:34:24.000,-999.25
DepthMonitoring.RBD,2017/06/16 13:34:24.000,1296.688897
DepthMonitoring.ACTIVITY,2017/06/16 13:34:24.000,-999.25
HoistingSystem.HKH,2017/06/16 13:34:24.000,23.31110325
HoistingSystem.HKS,2017/06/16 13:34:24.000,0
HoistingSystem.WOH,2017/06/16 13:34:24.000,61199.2
TopDrive.TRQ,2017/06/16 13:34:24.000,0
TopDrive.RPM,2017/06/16 13:34:24.000,0
StandPipeSystem.PRS,2017/06/16 13:34:24.000,-999.25
Pump_1.SPM,2017/06/16 13:34:24.000,0
DrilBHReam.ROPINS,2017/06/16 13:34:24.000,2.22583E-15
FlowMonitoring.PUMPFLW,2017/06/16 13:34:24.000,0
DrilBHReam.WOBC,2017/06/16 13:34:24.000,-999.25
DrilBHReam.WOBDRILLER,2017/06/16 13:34:24.000,0
DepthMonitoring.TVD,2017/06/16 13:34:24.000,-999.25
TELEPACER.GR,2017/06/16 13:34:24.000,-999.25
TELEPACER.GRR,2017/06/16 13:34:24.000,-999.25
TELEPACER.INCL_CONT,2017/06/16 13:34:24.000,-999.25
TELEPACER.AZIM_CONT,2017/06/16 13:34:24.000,-999.25
TELEPACER.CRPM,2017/06/16 13:34:24.000,-999.25
TELEPACER.STICKRATIO,2017/06/16 13:34:24.000,-999.25
TELEPACER.TEMP_DNI,2017/06/16 13:34:24.000,-999.25
Surface.RPM,2017/06/16 13:34:24.000,0
Surface.TRQ,2017/06/16 13:34:24.000,0
DrilBHReam.ROPONDSTEP,2017/06/16 13:34:24.000,-999.25
DrillBoreHole.TD,2017/06/16 13:34:25.000,1296.688897
DrillBoreHole.TDREF,2017/06/16 13:34:25.000,-999.25
DepthMonitoring.RBD,2017/06/16 13:34:25.000,1296.688897
DepthMonitoring.ACTIVITY,2017/06/16 13:34:25.000,-999.25
HoistingSystem.HKH,2017/06/16 13:34:25.000,23.31110325
HoistingSystem.HKS,2017/06/16 13:34:25.000,0
HoistingSystem.WOH,2017/06/16 13:34:25.000,61199.2
TopDrive.TRQ,2017/06/16 13:34:25.000,0
TopDrive.RPM,2017/06/16 13:34:25.000,0
StandPipeSystem.PRS,2017/06/16 13:34:25.000,-999.25
Pump_1.SPM,2017/06/16 13:34:25.000,0
DrilBHReam.ROPINS,2017/06/16 13:34:25.000,2.22583E-15
FlowMonitoring.PUMPFLW,2017/06/16 13:34:25.000,0
DrilBHReam.WOBC,2017/06/16 13:34:25.000,-999.25
DrilBHReam.WOBDRILLER,2017/06/16 13:34:25.000,0
DepthMonitoring.TVD,2017/06/16 13:34:25.000,-999.25
TELEPACER.GR,2017/06/16 13:34:25.000,-999.25
TELEPACER.GRR,2017/06/16 13:34:25.000,-999.25
TELEPACER.INCL_CONT,2017/06/16 13:34:25.000,-999.25
TELEPACER.AZIM_CONT,2017/06/16 13:34:25.000,-999.25
TELEPACER.CRPM,2017/06/16 13:34:25.000,-999.25
TELEPACER.STICKRATIO,2017/06/16 13:34:25.000,-999.25
TELEPACER.TEMP_DNI,2017/06/16 13:34:25.000,-999.25
Surface.RPM,2017/06/16 13:34:25.000,0
Surface.TRQ,2017/06/16 13:34:25.000,0
DrilBHReam.ROPONDSTEP,2017/06/16 13:34:25.000,-999.25
DrillBoreHole.TD,2017/06/16 13:34:26.000,1296.688897
DrillBoreHole.TDREF,2017/06/16 13:34:26.000,-999.25
DepthMonitoring.RBD,2017/06/16 13:34:26.000,1296.688897
DepthMonitoring.ACTIVITY,2017/06/16 13:34:26.000,-999.25
HoistingSystem.HKH,2017/06/16 13:34:26.000,23.31110325
HoistingSystem.HKS,2017/06/16 13:34:26.000,0
HoistingSystem.WOH,2017/06/16 13:34:26.000,61199.2
TopDrive.TRQ,2017/06/16 13:34:26.000,0
TopDrive.RPM,2017/06/16 13:34:26.000,0
StandPipeSystem.PRS,2017/06/16 13:34:26.000,-999.25
Pump_1.SPM,2017/06/16 13:34:26.000,0
DrilBHReam.ROPINS,2017/06/16 13:34:26.000,3.86617E-15
FlowMonitoring.PUMPFLW,2017/06/16 13:34:26.000,0
DrilBHReam.WOBC,2017/06/16 13:34:26.000,-999.25
DrilBHReam.WOBDRILLER,2017/06/16 13:34:26.000,0
DepthMonitoring.TVD,2017/06/16 13:34:26.000,-999.25
TELEPACER.GR,2017/06/16 13:34:26.000,-999.25
TELEPACER.GRR,2017/06/16 13:34:26.000,-999.25
TELEPACER.INCL_CONT,2017/06/16 13:34:26.000,-999.25
TELEPACER.AZIM_CONT,2017/06/16 13:34:26.000,-999.25
TELEPACER.CRPM,2017/06/16 13:34:26.000,-999.25
TELEPACER.STICKRATIO,2017/06/16 13:34:26.000,-999.25
TELEPACER.TEMP_DNI,2017/06/16 13:34:26.000,-999.25
Surface.RPM,2017/06/16 13:34:26.000,0
Surface.TRQ,2017/06/16 13:34:26.000,0
DrilBHReam.ROPONDSTEP,2017/06/16 13:34:26.000,-999.25
DrillBoreHole.TD,2017/06/16 13:34:27.000,1296.688897
DrillBoreHole.TDREF,2017/06/16 13:34:27.000,-999.25
DepthMonitoring.RBD,2017/06/16 13:34:27.000,1296.688897
DepthMonitoring.ACTIVITY,2017/06/16 13:34:27.000,-999.25
HoistingSystem.HKH,2017/06/16 13:34:27.000,23.31110325
HoistingSystem.HKS,2017/06/16 13:34:27.000,0
HoistingSystem.WOH,2017/06/16 13:34:27.000,61199.2
TopDrive.TRQ,2017/06/16 13:34:27.000,0
TopDrive.RPM,2017/06/16 13:34:27.000,0
StandPipeSystem.PRS,2017/06/16 13:34:27.000,-999.25
Pump_1.SPM,2017/06/16 13:34:27.000,0
DrilBHReam.ROPINS,2017/06/16 13:34:27.000,3.86617E-15
FlowMonitoring.PUMPFLW,2017/06/16 13:34:27.000,0
DrilBHReam.WOBC,2017/06/16 13:34:27.000,-999.25
DrilBHReam.WOBDRILLER,2017/06/16 13:34:27.000,0
DepthMonitoring.TVD,2017/06/16 13:34:27.000,-999.25
TELEPACER.GR,2017/06/16 13:34:27.000,-999.25
TELEPACER.GRR,2017/06/16 13:34:27.000,-999.25
TELEPACER.INCL_CONT,2017/06/16 13:34:27.000,-999.25
TELEPACER.AZIM_CONT,2017/06/16 13:34:27.000,-999.25
TELEPACER.CRPM,2017/06/16 13:34:27.000,-999.25
TELEPACER.STICKRATIO,2017/06/16 13:34:27.000,-999.25
TELEPACER.TEMP_DNI,2017/06/16 13:34:27.000,-999.25
Surface.RPM,2017/06/16 13:34:27.000,0
Surface.TRQ,2017/06/16 13:34:27.000,0
DrilBHReam.ROPONDSTEP,2017/06/16 13:34:27.000,-999.25
DrillBoreHole.TD,2017/06/16 13:34:28.000,1296.688897
DrillBoreHole.TDREF,2017/06/16 13:34:28.000,-999.25
DepthMonitoring.RBD,2017/06/16 13:34:28.000,1296.688897
DepthMonitoring.ACTIVITY,2017/06/16 13:34:28.000,-999.25
HoistingSystem.HKH,2017/06/16 13:34:28.000,23.31110325
HoistingSystem.HKS,2017/06/16 13:34:28.000,0
HoistingSystem.WOH,2017/06/16 13:34:28.000,61199.2
TopDrive.TRQ,2017/06/16 13:34:28.000,0
TopDrive.RPM,2017/06/16 13:34:28.000,0
StandPipeSystem.PRS,2017/06/16 13:34:28.000,-999.25
Pump_1.SPM,2017/06/16 13:34:28.000,0
DrilBHReam.ROPINS,2017/06/16 13:34:28.000,2.80097E-15
FlowMonitoring.PUMPFLW,2017/06/16 13:34:28.000,0
DrilBHReam.WOBC,2017/06/16 13:34:28.000,-999.25
DrilBHReam.WOBDRILLER,2017/06/16 13:34:28.000,0
DepthMonitoring.TVD,2017/06/16 13:34:28.000,-999.25
TELEPACER.GR,2017/06/16 13:34:28.000,-999.25
TELEPACER.GRR,2017/06/16 13:34:28.000,-999.25
TELEPACER.INCL_CONT,2017/06/16 13:34:28.000,-999.25
TELEPACER.AZIM_CONT,2017/06/16 13:34:28.000,-999.25
TELEPACER.CRPM,2017/06/16 13:34:28.000,-999.25
TELEPACER.STICKRATIO,2017/06/16 13:34:28.000,-999.25
TELEPACER.TEMP_DNI,2017/06/16 13:34:28.000,-999.25
Surface.RPM,2017/06/16 13:34:28.000,0
Surface.TRQ,2017/06/16 13:34:28.000,0
DrilBHReam.ROPONDSTEP,2017/06/16 13:34:28.000,-999.25
DrillBoreHole.TD,2017/06/16 13:34:29.000,1296.688897
DrillBoreHole.TDREF,2017/06/16 13:34:29.000,-999.25
DepthMonitoring.RBD,2017/06/16 13:34:29.000,1296.688897
DepthMonitoring.ACTIVITY,2017/06/16 13:34:29.000,-999.25
HoistingSystem.HKH,2017/06/16 13:34:29.000,23.31110325
HoistingSystem.HKS,2017/06/16 13:34:29.000,0
HoistingSystem.WOH,2017/06/16 13:34:29.000,61199.2
TopDrive.TRQ,2017/06/16 13:34:29.000,0
TopDrive.RPM,2017/06/16 13:34:29.000,0
StandPipeSystem.PRS,2017/06/16 13:34:29.000,-999.25
Pump_1.SPM,2017/06/16 13:34:29.000,0
DrilBHReam.ROPINS,2017/06/16 13:34:29.000,2.80097E-15
FlowMonitoring.PUMPFLW,2017/06/16 13:34:29.000,0
DrilBHReam.WOBC,2017/06/16 13:34:29.000,-999.25
DrilBHReam.WOBDRILLER,2017/06/16 13:34:29.000,0
DepthMonitoring.TVD,2017/06/16 13:34:29.000,-999.25
TELEPACER.GR,2017/06/16 13:34:29.000,-999.25
TELEPACER.GRR,2017/06/16 13:34:29.000,-999.25
TELEPACER.INCL_CONT,2017/06/16 13:34:29.000,-999.25
TELEPACER.AZIM_CONT,2017/06/16 13:34:29.000,-999.25
TELEPACER.CRPM,2017/06/16 13:34:29.000,-999.25
TELEPACER.STICKRATIO,2017/06/16 13:34:29.000,-999.25
TELEPACER.TEMP_DNI,2017/06/16 13:34:29.000,-999.25
Surface.RPM,2017/06/16 13:34:29.000,0
Surface.TRQ,2017/06/16 13:34:29.000,0
DrilBHReam.ROPONDSTEP,2017/06/16 13:34:29.000,-999.25
DrillBoreHole.TD,2017/06/16 13:34:30.000,1296.688897
DrillBoreHole.TDREF,2017/06/16 13:34:30.000,-999.25
DepthMonitoring.RBD,2017/06/16 13:34:30.000,1296.688897
DepthMonitoring.ACTIVITY,2017/06/16 13:34:30.000,-999.25
HoistingSystem.HKH,2017/06/16 13:34:30.000,23.31110325
HoistingSystem.HKS,2017/06/16 13:34:30.000,0
HoistingSystem.WOH,2017/06/16 13:34:30.000,61199.2
TopDrive.TRQ,2017/06/16 13:34:30.000,0
TopDrive.RPM,2017/06/16 13:34:30.000,0
StandPipeSystem.PRS,2017/06/16 13:34:30.000,-999.25
Pump_1.SPM,2017/06/16 13:34:30.000,0
DrilBHReam.ROPINS,2017/06/16 13:34:30.000,8.33667E-16
FlowMonitoring.PUMPFLW,2017/06/16 13:34:30.000,0
DrilBHReam.WOBC,2017/06/16 13:34:30.000,-999.25
DrilBHReam.WOBDRILLER,2017/06/16 13:34:30.000,0
DepthMonitoring.TVD,2017/06/16 13:34:30.000,-999.25
TELEPACER.GR,2017/06/16 13:34:30.000,-999.25
TELEPACER.GRR,2017/06/16 13:34:30.000,-999.25
TELEPACER.INCL_CONT,2017/06/16 13:34:30.000,-999.25
TELEPACER.AZIM_CONT,2017/06/16 13:34:30.000,-999.25
TELEPACER.CRPM,2017/06/16 13:34:30.000,-999.25
TELEPACER.STICKRATIO,2017/06/16 13:34:30.000,-999.25
TELEPACER.TEMP_DNI,2017/06/16 13:34:30.000,-999.25
Surface.RPM,2017/06/16 13:34:30.000,0
Surface.TRQ,2017/06/16 13:34:30.000,0
DrilBHReam.ROPONDSTEP,2017/06/16 13:34:30.000,-999.25
DrillBoreHole.TD,2017/06/16 13:34:31.000,1296.688897
DrillBoreHole.TDREF,2017/06/16 13:34:31.000,-999.25
DepthMonitoring.RBD,2017/06/16 13:34:31.000,1296.688897
DepthMonitoring.ACTIVITY,2017/06/16 13:34:31.000,-999.25
HoistingSystem.HKH,2017/06/16 13:34:31.000,23.31110325
HoistingSystem.HKS,2017/06/16 13:34:31.000,0
HoistingSystem.WOH,2017/06/16 13:34:31.000,61199.2
TopDrive.TRQ,2017/06/16 13:34:31.000,0
TopDrive.RPM,2017/06/16 13:34:31.000,0
StandPipeSystem.PRS,2017/06/16 13:34:31.000,-999.25
Pump_1.SPM,2017/06/16 13:34:31.000,0
DrilBHReam.ROPINS,2017/06/16 13:34:31.000,8.33667E-16
FlowMonitoring.PUMPFLW,2017/06/16 13:34:31.000,0
DrilBHReam.WOBC,2017/06/16 13:34:31.000,-999.25
DrilBHReam.WOBDRILLER,2017/06/16 13:34:31.000,0
DepthMonitoring.TVD,2017/06/16 13:34:31.000,-999.25
TELEPACER.GR,2017/06/16 13:34:31.000,-999.25
TELEPACER.GRR,2017/06/16 13:34:31.000,-999.25
TELEPACER.INCL_CONT,2017/06/16 13:34:31.000,-999.25
TELEPACER.AZIM_CONT,2017/06/16 13:34:31.000,-999.25
TELEPACER.CRPM,2017/06/16 13:34:31.000,-999.25
TELEPACER.STICKRATIO,2017/06/16 13:34:31.000,-999.25
TELEPACER.TEMP_DNI,2017/06/16 13:34:31.000,-999.25
Surface.RPM,2017/06/16 13:34:31.000,0
Surface.TRQ,2017/06/16 13:34:31.000,0
DrilBHReam.ROPONDSTEP,2017/06/16 13:34:31.000,-999.25
DrillBoreHole.TD,2017/06/16 13:34:32.000,1296.688897
DrillBoreHole.TDREF,2017/06/16 13:34:32.000,-999.25
DepthMonitoring.RBD,2017/06/16 13:34:32.000,1296.688897
DepthMonitoring.ACTIVITY,2017/06/16 13:34:32.000,-999.25
HoistingSystem.HKH,2017/06/16 13:34:32.000,23.31110325
HoistingSystem.HKS,2017/06/16 13:34:32.000,0
HoistingSystem.WOH,2017/06/16 13:34:32.000,61199.2
TopDrive.TRQ,2017/06/16 13:34:32.000,0
TopDrive.RPM,2017/06/16 13:34:32.000,0
StandPipeSystem.PRS,2017/06/16 13:34:32.000,-999.25
Pump_1.SPM,2017/06/16 13:34:32.000,0
DrilBHReam.ROPINS,2017/06/16 13:34:32.000,0
FlowMonitoring.PUMPFLW,2017/06/16 13:34:32.000,0
DrilBHReam.WOBC,2017/06/16 13:34:32.000,-999.25
DrilBHReam.WOBDRILLER,2017/06/16 13:34:32.000,0
DepthMonitoring.TVD,2017/06/16 13:34:32.000,-999.25
TELEPACER.GR,2017/06/16 13:34:32.000,-999.25
TELEPACER.GRR,2017/06/16 13:34:32.000,-999.25
TELEPACER.INCL_CONT,2017/06/16 13:34:32.000,-999.25
TELEPACER.AZIM_CONT,2017/06/16 13:34:32.000,-999.25
TELEPACER.CRPM,2017/06/16 13:34:32.000,-999.25
TELEPACER.STICKRATIO,2017/06/16 13:34:32.000,-999.25
TELEPACER.TEMP_DNI,2017/06/16 13:34:32.000,-999.25
Surface.RPM,2017/06/16 13:34:32.000,0
Surface.TRQ,2017/06/16 13:34:32.000,0
DrilBHReam.ROPONDSTEP,2017/06/16 13:34:32.000,-999.25
DrillBoreHole.TD,2017/06/16 13:34:33.000,1296.688897
DrillBoreHole.TDREF,2017/06/16 13:34:33.000,-999.25
DepthMonitoring.RBD,2017/06/16 13:34:33.000,1296.688897
DepthMonitoring.ACTIVITY,2017/06/16 13:34:33.000,-999.25
HoistingSystem.HKH,2017/06/16 13:34:33.000,23.31110325
HoistingSystem.HKS,2017/06/16 13:34:33.000,0
HoistingSystem.WOH,2017/06/16 13:34:33.000,61199.2
TopDrive.TRQ,2017/06/16 13:34:33.000,0
TopDrive.RPM,2017/06/16 13:34:33.000,0
StandPipeSystem.PRS,2017/06/16 13:34:33.000,-999.25
Pump_1.SPM,2017/06/16 13:34:33.000,0
DrilBHReam.ROPINS,2017/06/16 13:34:33.000,0
FlowMonitoring.PUMPFLW,2017/06/16 13:34:33.000,0
DrilBHReam.WOBC,2017/06/16 13:34:33.000,-999.25
DrilBHReam.WOBDRILLER,2017/06/16 13:34:33.000,0
DepthMonitoring.TVD,2017/06/16 13:34:33.000,-999.25
TELEPACER.GR,2017/06/16 13:34:33.000,-999.25
TELEPACER.GRR,2017/06/16 13:34:33.000,-999.25
TELEPACER.INCL_CONT,2017/06/16 13:34:33.000,-999.25
TELEPACER.AZIM_CONT,2017/06/16 13:34:33.000,-999.25
TELEPACER.CRPM,2017/06/16 13:34:33.000,-999.25
TELEPACER.STICKRATIO,2017/06/16 13:34:33.000,-999.25
TELEPACER.TEMP_DNI,2017/06/16 13:34:33.000,-999.25
Surface.RPM,2017/06/16 13:34:33.000,0
Surface.TRQ,2017/06/16 13:34:33.000,0
DrilBHReam.ROPONDSTEP,2017/06/16 13:34:33.000,-999.25
DrillBoreHole.TD,2017/06/16 13:34:34.000,1296.688897
DrillBoreHole.TDREF,2017/06/16 13:34:34.000,-999.25
DepthMonitoring.RBD,2017/06/16 13:34:34.000,1296.688897
DepthMonitoring.ACTIVITY,2017/06/16 13:34:34.000,-999.25
HoistingSystem.HKH,2017/06/16 13:34:34.000,23.31110325
HoistingSystem.HKS,2017/06/16 13:34:34.000,0
HoistingSystem.WOH,2017/06/16 13:34:34.000,61199.2
TopDrive.TRQ,2017/06/16 13:34:34.000,0
TopDrive.RPM,2017/06/16 13:34:34.000,0
StandPipeSystem.PRS,2017/06/16 13:34:34.000,-999.25
Pump_1.SPM,2017/06/16 13:34:34.000,0
DrilBHReam.ROPINS,2017/06/16 13:34:34.000,5.41231E-15
FlowMonitoring.PUMPFLW,2017/06/16 13:34:34.000,0
DrilBHReam.WOBC,2017/06/16 13:34:34.000,-999.25
DrilBHReam.WOBDRILLER,2017/06/16 13:34:34.000,0
DepthMonitoring.TVD,2017/06/16 13:34:34.000,-999.25
TELEPACER.GR,2017/06/16 13:34:34.000,-999.25
TELEPACER.GRR,2017/06/16 13:34:34.000,-999.25
TELEPACER.INCL_CONT,2017/06/16 13:34:34.000,-999.25
TELEPACER.AZIM_CONT,2017/06/16 13:34:34.000,-999.25
TELEPACER.CRPM,2017/06/16 13:34:34.000,-999.25
TELEPACER.STICKRATIO,2017/06/16 13:34:34.000,-999.25
TELEPACER.TEMP_DNI,2017/06/16 13:34:34.000,-999.25
Surface.RPM,2017/06/16 13:34:34.000,0
Surface.TRQ,2017/06/16 13:34:34.000,0
DrilBHReam.ROPONDSTEP,2017/06/16 13:34:34.000,-999.25
DrillBoreHole.TD,2017/06/16 13:34:35.000,1296.688897
DrillBoreHole.TDREF,2017/06/16 13:34:35.000,-999.25
DepthMonitoring.RBD,2017/06/16 13:34:35.000,1296.688897
DepthMonitoring.ACTIVITY,2017/06/16 13:34:35.000,-999.25
HoistingSystem.HKH,2017/06/16 13:34:35.000,23.31110325
HoistingSystem.HKS,2017/06/16 13:34:35.000,0
HoistingSystem.WOH,2017/06/16 13:34:35.000,61199.2
TopDrive.TRQ,2017/06/16 13:34:35.000,0
TopDrive.RPM,2017/06/16 13:34:35.000,0
StandPipeSystem.PRS,2017/06/16 13:34:35.000,-999.25
Pump_1.SPM,2017/06/16 13:34:35.000,0
DrilBHReam.ROPINS,2017/06/16 13:34:35.000,5.41231E-15
FlowMonitoring.PUMPFLW,2017/06/16 13:34:35.000,0
DrilBHReam.WOBC,2017/06/16 13:34:35.000,-999.25
DrilBHReam.WOBDRILLER,2017/06/16 13:34:35.000,0
DepthMonitoring.TVD,2017/06/16 13:34:35.000,-999.25
TELEPACER.GR,2017/06/16 13:34:35.000,-999.25
TELEPACER.GRR,2017/06/16 13:34:35.000,-999.25
TELEPACER.INCL_CONT,2017/06/16 13:34:35.000,-999.25
TELEPACER.AZIM_CONT,2017/06/16 13:34:35.000,-999.25
TELEPACER.CRPM,2017/06/16 13:34:35.000,-999.25
TELEPACER.STICKRATIO,2017/06/16 13:34:35.000,-999.25
TELEPACER.TEMP_DNI,2017/06/16 13:34:35.000,-999.25
Surface.RPM,2017/06/16 13:34:35.000,0
Surface.TRQ,2017/06/16 13:34:35.000,0
DrilBHReam.ROPONDSTEP,2017/06/16 13:34:35.000,-999.25
DrillBoreHole.TD,2017/06/16 13:34:36.000,1296.688897
DrillBoreHole.TDREF,2017/06/16 13:34:36.000,-999.25
DepthMonitoring.RBD,2017/06/16 13:34:36.000,1296.688897
DepthMonitoring.ACTIVITY,2017/06/16 13:34:36.000,-999.25
HoistingSystem.HKH,2017/06/16 13:34:36.000,23.31110325
HoistingSystem.HKS,2017/06/16 13:34:36.000,0
HoistingSystem.WOH,2017/06/16 13:34:36.000,61199.2
TopDrive.TRQ,2017/06/16 13:34:36.000,0
TopDrive.RPM,2017/06/16 13:34:36.000,0
StandPipeSystem.PRS,2017/06/16 13:34:36.000,-999.25
Pump_1.SPM,2017/06/16 13:34:36.000,0
DrilBHReam.ROPINS,2017/06/16 13:34:36.000,7.19558E-15
FlowMonitoring.PUMPFLW,2017/06/16 13:34:36.000,0
DrilBHReam.WOBC,2017/06/16 13:34:36.000,-999.25
DrilBHReam.WOBDRILLER,2017/06/16 13:34:36.000,0
DepthMonitoring.TVD,2017/06/16 13:34:36.000,-999.25
TELEPACER.GR,2017/06/16 13:34:36.000,-999.25
TELEPACER.GRR,2017/06/16 13:34:36.000,-999.25
TELEPACER.INCL_CONT,2017/06/16 13:34:36.000,-999.25
TELEPACER.AZIM_CONT,2017/06/16 13:34:36.000,-999.25
TELEPACER.CRPM,2017/06/16 13:34:36.000,-999.25
TELEPACER.STICKRATIO,2017/06/16 13:34:36.000,-999.25
TELEPACER.TEMP_DNI,2017/06/16 13:34:36.000,-999.25
Surface.RPM,2017/06/16 13:34:36.000,0
Surface.TRQ,2017/06/16 13:34:36.000,0
DrilBHReam.ROPONDSTEP,2017/06/16 13:34:36.000,-999.25
DrillBoreHole.TD,2017/06/16 13:34:37.000,1296.688897
DrillBoreHole.TDREF,2017/06/16 13:34:37.000,-999.25
DepthMonitoring.RBD,2017/06/16 13:34:37.000,1296.688897
DepthMonitoring.ACTIVITY,2017/06/16 13:34:37.000,-999.25
HoistingSystem.HKH,2017/06/16 13:34:37.000,23.31110325
HoistingSystem.HKS,2017/06/16 13:34:37.000,0
HoistingSystem.WOH,2017/06/16 13:34:37.000,61199.2
TopDrive.TRQ,2017/06/16 13:34:37.000,0
TopDrive.RPM,2017/06/16 13:34:37.000,0
StandPipeSystem.PRS,2017/06/16 13:34:37.000,-999.25
Pump_1.SPM,2017/06/16 13:34:37.000,0
DrilBHReam.ROPINS,2017/06/16 13:34:37.000,7.19558E-15
FlowMonitoring.PUMPFLW,2017/06/16 13:34:37.000,0
DrilBHReam.WOBC,2017/06/16 13:34:37.000,-999.25
DrilBHReam.WOBDRILLER,2017/06/16 13:34:37.000,0
DepthMonitoring.TVD,2017/06/16 13:34:37.000,-999.25
TELEPACER.GR,2017/06/16 13:34:37.000,-999.25
TELEPACER.GRR,2017/06/16 13:34:37.000,-999.25
TELEPACER.INCL_CONT,2017/06/16 13:34:37.000,-999.25
TELEPACER.AZIM_CONT,2017/06/16 13:34:37.000,-999.25
TELEPACER.CRPM,2017/06/16 13:34:37.000,-999.25
TELEPACER.STICKRATIO,2017/06/16 13:34:37.000,-999.25
TELEPACER.TEMP_DNI,2017/06/16 13:34:37.000,-999.25
Surface.RPM,2017/06/16 13:34:37.000,0
Surface.TRQ,2017/06/16 13:34:37.000,0
DrilBHReam.ROPONDSTEP,2017/06/16 13:34:37.000,-999.25
DrillBoreHole.TD,2017/06/16 13:34:38.000,1296.688897
DrillBoreHole.TDREF,2017/06/16 13:34:38.000,-999.25
DepthMonitoring.RBD,2017/06/16 13:34:38.000,1296.688897
DepthMonitoring.ACTIVITY,2017/06/16 13:34:38.000,-999.25
HoistingSystem.HKH,2017/06/16 13:34:38.000,23.31110325
HoistingSystem.HKS,2017/06/16 13:34:38.000,0
HoistingSystem.WOH,2017/06/16 13:34:38.000,61199.2
TopDrive.TRQ,2017/06/16 13:34:38.000,0
TopDrive.RPM,2017/06/16 13:34:38.000,0
StandPipeSystem.PRS,2017/06/16 13:34:38.000,-999.25
Pump_1.SPM,2017/06/16 13:34:38.000,0
DrilBHReam.ROPINS,2017/06/16 13:34:38.000,0
FlowMonitoring.PUMPFLW,2017/06/16 13:34:38.000,0
DrilBHReam.WOBC,2017/06/16 13:34:38.000,-999.25
DrilBHReam.WOBDRILLER,2017/06/16 13:34:38.000,0
DepthMonitoring.TVD,2017/06/16 13:34:38.000,-999.25
TELEPACER.GR,2017/06/16 13:34:38.000,-999.25
TELEPACER.GRR,2017/06/16 13:34:38.000,-999.25
TELEPACER.INCL_CONT,2017/06/16 13:34:38.000,-999.25
TELEPACER.AZIM_CONT,2017/06/16 13:34:38.000,-999.25
TELEPACER.CRPM,2017/06/16 13:34:38.000,-999.25
TELEPACER.STICKRATIO,2017/06/16 13:34:38.000,-999.25
TELEPACER.TEMP_DNI,2017/06/16 13:34:38.000,-999.25
Surface.RPM,2017/06/16 13:34:38.000,0
Surface.TRQ,2017/06/16 13:34:38.000,0
DrilBHReam.ROPONDSTEP,2017/06/16 13:34:38.000,-999.25
DrillBoreHole.TD,2017/06/16 13:34:39.000,1296.688897
DrillBoreHole.TDREF,2017/06/16 13:34:39.000,-999.25
DepthMonitoring.RBD,2017/06/16 13:34:39.000,1296.688897
DepthMonitoring.ACTIVITY,2017/06/16 13:34:39.000,-999.25
HoistingSystem.HKH,2017/06/16 13:34:39.000,23.31110325
HoistingSystem.HKS,2017/06/16 13:34:39.000,0
HoistingSystem.WOH,2017/06/16 13:34:39.000,61199.2
TopDrive.TRQ,2017/06/16 13:34:39.000,0
TopDrive.RPM,2017/06/16 13:34:39.000,0
StandPipeSystem.PRS,2017/06/16 13:34:39.000,-999.25
Pump_1.SPM,2017/06/16 13:34:39.000,0.459833333
DrilBHReam.ROPINS,2017/06/16 13:34:39.000,0
FlowMonitoring.PUMPFLW,2017/06/16 13:34:39.000,0.006273065
DrilBHReam.WOBC,2017/06/16 13:34:39.000,-999.25
DrilBHReam.WOBDRILLER,2017/06/16 13:34:39.000,0
DepthMonitoring.TVD,2017/06/16 13:34:39.000,-999.25
TELEPACER.GR,2017/06/16 13:34:39.000,-999.25
TELEPACER.GRR,2017/06/16 13:34:39.000,-999.25
TELEPACER.INCL_CONT,2017/06/16 13:34:39.000,-999.25
TELEPACER.AZIM_CONT,2017/06/16 13:34:39.000,-999.25
TELEPACER.CRPM,2017/06/16 13:34:39.000,-999.25
TELEPACER.STICKRATIO,2017/06/16 13:34:39.000,-999.25
TELEPACER.TEMP_DNI,2017/06/16 13:34:39.000,-999.25
Surface.RPM,2017/06/16 13:34:39.000,0
Surface.TRQ,2017/06/16 13:34:39.000,0
